Data;Nr.;Intrebare;Varianta;Raspuns
"04 Nov 2011  12:50:18";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"Dac&Auml;É exista o decizie in comunicarea vestii c&Auml;Étre familie!
Acelea&Egrave;ôi etape ca la r&Auml;Éspunsul anterior.
Si aici este vorba de acelea&Egrave;ôi 7 etape: soc, perplexitate, negare, furie, regret, acceptare si dorin&Egrave;õa de moarte. In func&Egrave;õie de maturitatea psiho-emo&Egrave;õional&Auml;É a membrilor familiei aceste etape sunt mai lungi sau mai scurte. 
Exprimarea sentimentelor respective iarasi este de factura personal&Auml;É."
"04 Nov 2011  12:50:18";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"De regula prin impartirea responsabilitatii. Este o reac&Egrave;õie uman&Auml;É ce nu poate fi judecat&Auml;É in mod absolut. Depinde de etapa in care se afla fiecare dintre membrii familiei dup&Auml;É aflarea vestii."
"04 Nov 2011  12:50:18";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Da;"Prezentate &Atilde;&reg;ntr-un mod in care pacientul sa le priceapa.
Este dreptul pacientului (dac&Auml;É s-a luat aceasta decizie se presupune ca pacientul este competent si exista beneficii ce dep&Auml;É&Egrave;ôesc suma prejudiciilor)."
"04 Nov 2011  12:50:18";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"04 Nov 2011  12:50:18";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;"Primul - Tratament Paliativ.
Al doilea - Tratament cu scop Terapeutic.
"
"04 Nov 2011  12:50:18";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";Da;"Adevarul este ca niciodat&Auml;É nu e&Egrave;ôti complet preg&Auml;Étit pentru asta. Vezi cele 7 etape: soc, perplexitate, negare, furie, regret, acceptare si dorin&Egrave;õa de moarte. In func&Egrave;õie de maturitatea psiho-emo&Egrave;õional&Auml;É aceste etape sunt mai lungi sau mai scurte. Informarea posibilitatii evolutiei nefavorabile ajuta la scurtarea primelor doua etape."
"04 Nov 2011  12:50:18";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"Prabusirea morala, fizica etc. 
Incapacitatea (fiziologica etc.) de-a face fata diverselor nevoi. (Dependenta de aparate, persoane str&Auml;Éine etc.)
Durerea in diversele ei forme (c&Atilde;&cent;nd poate fi exprimata).
Dispneea (sensatia de sufocare).
Durerea (c&Atilde;&cent;nd nu mai poate fi exprimata).
"
"04 Nov 2011  12:50:18";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"Financiar.
Social (comportamental).
Religios.
Psihologic.
Emotional."
"04 Nov 2011  12:50:18";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"04 Nov 2011  12:50:18";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"04 Nov 2011  12:50:18";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Tratamentul ce urm&Auml;Ére&Egrave;ôte diminuarea efectelor negative ale bolii si concomitent &Atilde;&reg;mbun&Auml;Ét&Auml;É&Egrave;õirea calitatii vie&Egrave;õii pacientului."
"04 Nov 2011  12:50:18";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"Depinde de tipul de boala si manifest&Auml;Érile ei. 
Si de optiunile pacientului (presupunand ca acesta a fost informat &Atilde;&reg;ntr-un mod adecvat in prealabil)."
"04 Nov 2011  12:50:18";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";Saptamanal;
"04 Nov 2011  12:50:18";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"Izolarea sau perturbarea relatiilor sociale ale pacientului din diverse motive (stigmatizarea).
Lipsa informarii adecvate sau desconsiderarea prematura a capacitatii decizionale a pcientului (de c&Auml;Étre medici, institu&Egrave;õii etc).
Accesul la medicamente/tratament paleativ adecvat.
Dependenta de aparate, medicamente etc.
Nesatisfacerea necesitatilor religioase.
"
"04 Nov 2011  12:50:18";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"Neevaluarea capacitatii fizice, psihice si emotionale a pacientului.
Neinformarea sau suprainformarea pacientului cu privire la condi&Egrave;õie sa.
Subevaluarea sau supraevaluarea (in sensul crearii unei dependente premature de aparate, medicamente etc.) intensitatii simptomelor.
Neimplicarea psiho-emo&Egrave;õional&Auml;É sau desconsiderarea completa a acestui aspect.
"
"04 Nov 2011  12:50:18";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;Nu.
"04 Nov 2011  12:50:18";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"Da si nu.
Sunt prea multe de men&Egrave;õionat.
Medicul in Rom&Atilde;&cent;nia a ajuns o unealta extrem de limitat&Auml;É contextual."
"04 Nov 2011  12:50:18";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"Nu.
Poate sistemul privat de s&Auml;Én&Auml;Étate.

"
"04 Nov 2011  12:50:18";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;Da.
"04 Nov 2011  12:50:18";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"04 Nov 2011  12:50:18";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Pacientul;
"04 Nov 2011  12:50:18";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;"Paliativ (din punct de vedere medical)."
"04 Nov 2011  12:50:18";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";"Directiva in avans (?deciziile luate in prealabil de c&Auml;Étre pacientul informat; sau ?decizia unui grup profesional de medici privind diversele aspecte ce pot apare in evolu&Egrave;õia unui pacient aflat in stare terminala) ajuta foarte mult in abordarea pacientului (e.g. Decizia de neincepere a resuscitarii)."
"04 Nov 2011  12:50:18";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Pacientul;
"04 Nov 2011  12:50:18";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Familia;
"04 Nov 2011  12:50:18";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";Da;
"04 Nov 2011  12:50:18";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Acte normative de reglementare si implementare astfel &Atilde;&reg;nc&Atilde;&cent;t cele doua grupuri de mai jos sa capete un aspect justitional viabil:
1. Deciziile luate in prealabil de c&Auml;Étre pacientul informat privind diversele aspecte ce pot apare in evolu&Egrave;õia sa; capacitatea de a delega pe cineva in luarea acestor decizii in cazul in care pacientul nu dore&Egrave;ôte sau nu este competent/capabil in luarea acestor decizii.
2. deciziile unui grup profesional de medici privind diversele aspecte ce pot apare in evolu&Egrave;õia unui pacient aflat in stare terminala."
"04 Nov 2011  12:50:18";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Nu;
"04 Nov 2011  12:50:18";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As lasa pacientul sa aleaga";
"04 Nov 2011  12:50:18";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"No comment."
"04 Nov 2011  12:50:18";36;Varsta;"25-35 ani";
"04 Nov 2011  12:50:18";37;Genul;M;
"04 Nov 2011  12:50:18";38;"Care este localitatea dvs. de resedinta si practica medicala?";;"Bucure&Egrave;ôti.
Medic specialist in Medicina de Urgen&Egrave;õ&Auml;É"
"04 Nov 2011  12:50:18";39;"Care este apartenenta dvs. religioasa?";;Ortodox.
"04 Nov 2011  12:50:18";40;"Care este specialitatea dvs.?";;"Medicina de Urgen&Egrave;õ&Auml;É"
"04 Nov 2011  12:50:18";41;"Ce cursuri postuniversitare ati absolvit?";;...
"04 Nov 2011  12:50:18";42;"Ce supraspecializari/competente aveti?";;"Nu am."
"04 Nov 2011  12:50:18";43;"Cati ani vechime in profesie aveti?";"2-5 ani";
"04 Nov 2011  12:58:35";1;"Considerati ca diagnosticul bolii oncologice si iminenta mortii bolnavului sunt subiecte evitate in societatea romaneasca actuala? ";"In putine cazuri";
"04 Nov 2011  12:58:35";2;"Cui ati comunica un astfel de diagnostic?";Familiei;
"04 Nov 2011  12:58:35";3;"Ati evitat sa comunicati diagnosticul de boala oncologica si/sau moarte iminenta pacientului? Daca da, in ce circumstante?";Deseori;
"04 Nov 2011  12:58:35";4;"Care credeti ca sunt trasaturile esentiale care definesc demnitatea unui pacient?";;"-acceptarea bolii
-lupta cu boala in cunostinta de cauza
"
"04 Nov 2011  12:58:35";5;"Cum reactioneaza pacientii la aflarea diagnosticului si/sau prognosticului de stare terminala?";;"Diferit de la pacient la pacient"
"04 Nov 2011  12:58:35";6;"Cum reactioneaza membrii familiilor pacientilor carora li se comunica un diagnostic si/sau prognostic de stare terminala?";;"Uneori cu resemnare, uneori cu disperare, alteori cu dorinta de a face tot posibilul pt. a invinge sau ameliora boala."
"04 Nov 2011  12:58:35";7;"Cum face fata grupul familial, atunci cand unul din membrii lui are nevoie de ingrijire continua in faza terminala a bolii oncologice?";;"In general cu multa compasiune si solicitudine la nevoile bolnavului."
"04 Nov 2011  12:58:35";8;"Considerati ca pacientului trebuie sa i se comunice toate detaliile legate de diagnosticul si prognosticul bolii sale? Va rugam sa motivati raspunsul.";Nu;"Bolnavul trebuie sa stie atat cat este nevoie pentru a nu-l descuraja a lupta cu boala si situatia sa."
"04 Nov 2011  12:58:35";9;"Ce tratamente ati aplica unui pacient aflat in stare terminala?";"Tratament paliativ pentru controlul simptomelor(durere, dispnee, anxietate, etc.)";
"04 Nov 2011  12:58:35";10;"Care sunt diferentele dintre un pacient aflat in stare terminala si unul cu posibilitati terapeutice?";;Finalul.
"04 Nov 2011  12:58:35";11;"Posibilitatea de evolutie nefavorabila, uneori spre deces, a afectiunilor oncologice contribuie la pregatirea bolnavului suferind si a apartinatorilor acestuia pentru sfarsitul inevitabil? Va rugam sa motivati raspunsul.";"Nu stiu";
"04 Nov 2011  12:58:35";12;"Care sunt cele mai suparatoare simptome cu care se confrunta un pacient aflat in stare terminala? Enumerati minim 5 in ordinea crescatoare a intesitatii pe care le-o atribuiti.";;"-durerea
-dispneea
-hemoragiile
-anxietatea"
"04 Nov 2011  12:58:35";13;"Care credeti ca sunt cei mai importanti 5 factori care influenteaza demnitatea unui pacient aflat in stare terminala, in ordinea crescatoare a importantei pe care le-o acordati?";;"-indiferenta personalului medical si a familiei
-abandonul terapeutic
-prezentarea in amanunt a fatalitatii starii sale
"
"04 Nov 2011  12:58:35";14;"Credinta religioasa contribuie la confortul psihic al bolnavilor?";Da;
"04 Nov 2011  12:58:35";15;"Prezenta serviciilor paliative in Romania de aproape de 20 de ani se reflecta in cunoasterea acestor servicii de catre populatie?";Nu;
"04 Nov 2011  12:58:35";16;"Ce inseamna pentru dvs. paliatia/medicina paliativa?";;"Toate procedurile medicale, psihologice si spirituale de a atenua la minim suferintele unui bolnav cu boala incurabila, cu finalitate decesul."
"04 Nov 2011  12:58:35";17;"Care sunt specialistii de care ar avea nevoie un pacient aflat in stare terminala pentru a primi cele mai potrivite ingrijiri?";;"Medicul de specialitate privind principala(principalele) afectiune care au dus la aceasta stare, medicul specialist in paleatie, psihologul."
"04 Nov 2011  12:58:35";18;"Ati avut in ingrijire pacienti aflati in stare terminala?";"De cateva ori pe an";
"04 Nov 2011  12:58:35";19;"Enumerati minim 5 probleme cu care credeti ca se confrunta pacientul aflat in stare terminala in ordinea crescatoare a frecventei sau importantei acestora?";;"Nu stiu."
"04 Nov 2011  12:58:35";20;"Care sunt cele mai frecvente greseli pe care le face un medic in abordarea pacientul aflat in stare terminala?";;"Nu ma pot pronunta."
"04 Nov 2011  12:58:35";21;"Considerati ca exista diferente intre starea terminala si faza terminala? Daca  da, care sunt acestea?";;"Doar o diferenta temporala."
"04 Nov 2011  12:58:35";22;"Considerati ca medicul poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale activitatii sale.";;"In mica masura."
"04 Nov 2011  12:58:35";23;"Considerati ca sistemul de sanatate din Romania poate respecta nevoile pacientului aflat in stare terminala in contextul actual? Mentionati punctele tari si punctele slabe ale acestuia.";;"In mica masura."
"04 Nov 2011  12:58:35";24;"Controlul durerii este un lucru bun si important in asistenta pacientului terminal?";;Da
"04 Nov 2011  12:58:35";25;"Unde ar fi mai potrivit sa fie ingrijit un pacient aflat in stare terminala";"Unde hotaraste pacientul";
"04 Nov 2011  12:58:35";26;"Cine trebuie sa decida renuntarea la tratamentul curativ si trecerea la ingrijirile paliative in cazul unuipacient in stare terminala, competent decizional?";Medicul;"Medicul in concordanta si cu dorintele bolnavului."
"04 Nov 2011  12:58:35";27;"Care tip de ingrijire este cel mai indicat, in opinia dvs., pentru un pacient aflat in stare terminala?";;Paleatia.
"04 Nov 2011  12:58:35";28;"Directiva in avans ar fi un instrument util in practica medicala? Va rugam sa motivati raspunsul.";"Nu stiu ce presupune directiva in avans";
"04 Nov 2011  12:58:35";29;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, competent decizional?";Medicul;
"04 Nov 2011  12:58:35";30;"Cine considerati ca trebuie sa decida asupra tratamentului si ingrijirilor unui pacient aflat in stare terminala, incompetent decizional?";Medicul;
"04 Nov 2011  12:58:35";31;"Credeti ca societatea romaneasca ar accepta introducerea directivei in avans?";"Nu stiu";
"04 Nov 2011  12:58:35";32;"Ce informatii considerati ca ar trebui sa cuprinda directiva in avans?";;"Nu stiu."
"04 Nov 2011  12:58:35";33;"Este pacientul terminal o povara psihologica pentru medic? Va rugam sa motivati raspunsul.";Da;
"04 Nov 2011  12:58:35";34;"Daca ati avea o ruda apropiata diagnosticata intr-un stadiu avansat de cancer, care ar fi atitudinea dvs.?";"As insista sa se continue tratamentul";
"04 Nov 2011  12:58:35";35;"In final, va rugam sa ne oferiti sugestiile dumneavoastra in legatura cu necesitatea derularii unor studii/cercetari legate de pacientii aflati in stadiul terminal.";;"Sunt necesare."
"04 Nov 2011  12:58:35";36;Varsta;"55-65 ani";
"04 Nov 2011  12:58:35";37;Genul;M;
"04 Nov 2011  12:58:35";38;"Care este localitatea dvs. de resedinta si practica medicala?";;Bacau
"04 Nov 2011  12:58:35";39;"Care este apartenenta dvs. religioasa?";;Ortodox
"04 Nov 2011  12:58:35";40;"Care este specialitatea dvs.?";;"Medicina Interna"
